#60 mg/ml nominal mit FF 1 und 2 mg/ml		
#q	S(q)	deltaS(q)
0.094419751	0.952074307	0.020766072
0.094550448	0.99487911	0.022537034
0.094681145	0.929155949	0.019745139
0.094811843	0.944884825	0.020551283
0.09494254	1.001398993	0.022916772
0.095073237	0.968560319	0.021841326
0.095203935	0.954668106	0.02107074
0.095334632	0.977959249	0.022141002
0.095465329	0.952410947	0.021078465
0.095596026	0.994215666	0.022853893
0.095726724	0.966243281	0.021815208
0.095857421	1.006744572	0.023627061
0.095988118	0.998734916	0.02359084
0.096118816	0.959472862	0.02176975
0.096249513	0.982730222	0.022820051
0.09638021	1.003064019	0.023940423
0.096510908	1.016338765	0.02456032
0.096641605	0.981000051	0.022862424
0.096772302	1.005272207	0.024130451
0.096903	0.950254203	0.021463777
0.097033697	0.975428095	0.022941762
0.097164394	0.997300091	0.024116798
0.097295092	0.989794901	0.023528484
0.097425789	0.971592533	0.023029073
0.097556486	0.965517051	0.022728429
0.097687183	0.979055754	0.023357347
0.097817881	0.987696996	0.023964754
0.097948578	0.99256683	0.024028289
0.098079275	1.038389701	0.028866106
0.098209973	0.9685734	0.023145487
0.09834067	1.011664633	0.024982374
0.098471367	1.044927315	0.026883717
0.098602065	1.001919222	0.024745269
0.098732762	0.912254752	0.020802461
0.098863459	0.971135728	0.023567106
0.098994157	0.946755962	0.02224792
0.099124854	1.015177155	0.025700495
0.099255551	0.963846505	0.023354141
0.099386249	0.988403748	0.024766868
0.099516946	1.047711519	0.027850579
0.099647643	0.946233184	0.02352627
0.09977834	1.000026838	0.025448483
0.099909038	0.996571599	0.025483539
0.10003974	0.980021961	0.024583802
0.10017043	1.006177064	0.026151811
0.10030113	0.98085414	0.024699734
0.10043183	0.94056379	0.023125469
0.10056252	0.941212707	0.02314798
0.10069322	1.018712405	0.02699108
0.10082392	0.96133233	0.024534977
0.10095462	0.958523022	0.025322563
0.10108531	0.967905545	0.024691539
0.10121601	0.935628054	0.023460857
0.10134671	0.990990302	0.025984173
0.10147741	1.029394601	0.028406697
0.1016081	0.977991733	0.026748121
0.1017388	0.984994137	0.025994116
0.1018695	0.978510876	0.025981712
0.10200019	0.962211572	0.025093172
0.10213089	0.977275172	0.026154468
0.10226159	1.006765464	0.027781128
0.10239229	0.945043575	0.024401841
0.10252298	0.930737443	0.023819454
0.10265368	0.966907007	0.02591072
0.10278438	0.980539668	0.026651412
0.10291508	1.003045699	0.028121086
0.10304577	0.949674057	0.02518696
0.10317647	1.03806749	0.030166802
0.10330717	1.005253383	0.029828914
0.10343787	0.964247851	0.026206397
0.10356856	0.974832535	0.027063889
0.10369926	1.076612412	0.034347908
0.10382996	1.016744212	0.029341373
